character,freq,novel
Vinnie Upshaw Grover,1,SalemsLot
Carl Smith,1,SalemsLot
Dracula Frankenstein,1,SalemsLot
Snow Henrys UHaul,1,SalemsLot
Ralphie Glicks,1,SalemsLot
Hal Griffen,1,SalemsLot
Ready Im,1,SalemsLot
David Evans,1,SalemsLot
Mark Callahan,1,SalemsLot
Floyd Tibbets,1,SalemsLot
Corey Bryants,1,SalemsLot
Charles V Pritchett,1,SalemsLot
Cody Jimmy,1,SalemsLot
William Norton,1,SalemsLot
Stevens Reggie,1,SalemsLot
Pete Pete Cook,1,SalemsLot
this Ben Mears,1,SalemsLot
Jimmy Susan Nortons,1,SalemsLot
Spencer Tracy Father Flanagan,1,SalemsLot
wearin jeans,1,SalemsLot
Jimmys tan Buick,1,SalemsLot
Loilycomeseeme McCaslin,1,SalemsLot
Randy Randy Randy,1,SalemsLot
Mamma mia,1,SalemsLot
Anthony H Glick,1,SalemsLot
Incorporated Straker,1,SalemsLot
Peters Jay,1,SalemsLot
Ben Awfully,1,SalemsLot
livin Down,1,SalemsLot
Mears Go,1,SalemsLot
Jerusalems Lot In,1,SalemsLot
Pishposh Callahan,1,SalemsLot
Hitler Marsten,1,SalemsLot
Brock Hill,1,SalemsLot
Hello Parkins,1,SalemsLot
Jackie Toni Shirley,1,SalemsLot
Jimmy Ben,1,SalemsLot
Danny Ben,1,SalemsLot
Tom Hanrahan,1,SalemsLot
Evans Jimmy,1,SalemsLot
Johnny Carson,1,SalemsLot
Jim Morrison,1,SalemsLot
Yeah Parkins,1,SalemsLot
MARTIN Sex M Admitted,1,SalemsLot
nick Ben,1,SalemsLot
Chocka Randy Chocka,1,SalemsLot
Corey Very easy,1,SalemsLot
Marvin Gaye,1,SalemsLot
Jimmy Codys,1,SalemsLot
Raymond Bissonette,1,SalemsLot
Wins Doc,1,SalemsLot
Jerry Kingfield,1,SalemsLot
rey Muoz,1,SalemsLot
Ben Taken,1,SalemsLot
Mark Ill,1,SalemsLot
Matthew Burkes,1,SalemsLot
hickey Ralph,1,SalemsLot
Jess de la,1,SalemsLot
Barlow Run,1,SalemsLot
Daniel Francis Address RFD,1,SalemsLot
tother Glick,1,SalemsLot
Carl Foremans hearse,1,SalemsLot
Johnnie Walker,1,SalemsLot
Maureen Talbot Ben,1,SalemsLot
Aunt Cindys,1,SalemsLot
Dave van Ronk,1,SalemsLot
Bryant ai,1,SalemsLot
Maureen Talbots,1,SalemsLot
Randy Wake,1,SalemsLot
Floyd Wake,1,SalemsLot
Matt Burke Weasel,1,SalemsLot
Dave Evans,1,SalemsLot
Muhammad Ali,1,SalemsLot
Jane Austen,1,SalemsLot
Ben Matt Matt,1,SalemsLot
Jimmy Jimmys,1,SalemsLot
Benjaman Mears MEARS,1,SalemsLot
Ben Mears Go,1,SalemsLot
Green Aunt Cindy,1,SalemsLot
Freddy Overlocks,1,SalemsLot
Elias Jointner,1,SalemsLot
Frank Vickery Vickery,1,SalemsLot
Mike Philbrook Audie,1,SalemsLot
Walter Cronkite,1,SalemsLot
Ben Matt Burke,1,SalemsLot
a Jonas Salk,1,SalemsLot
Norbert Ben,1,SalemsLot
Kenny Danless,1,SalemsLot
Floyd ai,1,SalemsLot
Andy Garvey,1,SalemsLot
Minella Corey,1,SalemsLot
Rabelaisian Watching,1,SalemsLot
Brenton Norbert,1,SalemsLot
Van Heisings,1,SalemsLot
Irwin Purinton,1,SalemsLot
Bob Dylan,1,SalemsLot
Danny Ralphie,1,SalemsLot
Mike Mike Ryerson Wake,1,SalemsLot
Crockett Brook,1,SalemsLot
Hon Babs,1,SalemsLot
Ben Floyd,1,SalemsLot
Randy Breakfast,1,SalemsLot
Jumpin Simonss,1,SalemsLot
Jim Plunkett,1,SalemsLot
Bob Greenberg,1,SalemsLot
Mark Jet,1,SalemsLot
Pete Bryant ai,1,SalemsLot
Shhh Matt,1,SalemsLot
Susan Norton Bens,1,SalemsLot
Dud Franklin,1,SalemsLot
Debbie Foresters,1,SalemsLot
Doug Griffen,1,SalemsLot
Sandra McDougall,1,SalemsLot
Susan Norton Straker,1,SalemsLot
Henry Hard,1,SalemsLot
Amy Rawcliffe,1,SalemsLot
Ciao Parkins,1,SalemsLot
Gary Coleman,1,SalemsLot
Peter Marshall,1,SalemsLot
Tommy Rathbun,1,SalemsLot
Bob Thomas,1,SalemsLot
Ben Kay Love,1,SalemsLot
St Stephen,1,SalemsLot
Ed Ed,1,SalemsLot
Kukka The,1,SalemsLot
Reggie Reggie,1,SalemsLot
Chow Strakers,1,SalemsLot
Conways Daughter ai,1,SalemsLot
Wolfman Jack,1,SalemsLot
Jimmy Cody Ben,1,SalemsLot
Royce McDougalls,1,SalemsLot
Dud George Middler,1,SalemsLot
Sandy McDougalls,1,SalemsLot
Kurt Barlow Straker,1,SalemsLot
Pauline Jimmy,1,SalemsLot
soothing Mmmmmmmmmmm,1,SalemsLot
St Elmos,1,SalemsLot
Foureyes Mark Petrie,1,SalemsLot
Danny Glicks hospital,1,SalemsLot
Evas Ben Mears,1,SalemsLot
David Prine,1,SalemsLot
Lester Silvius,1,SalemsLot
Pimples Matt,1,SalemsLot
Win Purinton,1,SalemsLot
George Boyer,1,SalemsLot
Albie Cranes,1,SalemsLot
Marstens Hill,1,SalemsLot
Mears Want,1,SalemsLot
Conways Daughter nor Air Dance,1,SalemsLot
Susie darlin,1,SalemsLot
Floyd  Norton,1,SalemsLot
Mary Shelley,1,SalemsLot
Jackson Hersey,1,SalemsLot
Billy Royko,1,SalemsLot
Daniel Holloways,1,SalemsLot
Jerusalems Lot Henry Petrie,1,SalemsLot
Bill Nortons,1,SalemsLot
Mark Understood Jimmy,1,SalemsLot
Jim Webber Reggie,1,SalemsLot
Mycroft Holmes,1,SalemsLot
Marie Boddin,1,SalemsLot
Sonny James,1,SalemsLot
Jimmy Doubt,1,SalemsLot
Milt Crossen Milt,1,SalemsLot
Renald Hallee,1,SalemsLot
Dick Curless,1,SalemsLot
Irwin Purintons,1,SalemsLot
Charlie Rhodess,1,SalemsLot
Ben Sue Norton,1,SalemsLot
Jerusalems Lot On,1,SalemsLot
Glick Jimmy,1,SalemsLot
Green Ben Mears Bens,1,SalemsLot
Burke Jimmy Cody,1,SalemsLot
Mary Kate Griegson,1,SalemsLot
Charles Rhodes,1,SalemsLot
Frank Buzzey,1,SalemsLot
Jim Codys,1,SalemsLot
Derek Boddin,1,SalemsLot
Callahan Hell,1,SalemsLot
Jack Griffen,1,SalemsLot
Franklin Virgil,1,SalemsLot
Francis Walsh,1,SalemsLot
Infant Buddy,1,SalemsLot
Steady Ben Mears,1,SalemsLot
Buddy Holly,1,SalemsLot
Jimmy Huh,1,SalemsLot
BARLOW Trembling Ben,1,SalemsLot
Raggedy Andy,1,SalemsLot
Mary Kate Greigson,1,SalemsLot
Kurt Barlow BARLOW,1,SalemsLot
The Jimmy Cody,1,SalemsLot
Ben Mears  Norton,1,SalemsLot
Danny School,1,SalemsLot
Mark Twain,1,SalemsLot
Arthur Holmwood,1,SalemsLot
Bill Smith,1,SalemsLot
June Petrie,1,SalemsLot
Dr Plowman,1,SalemsLot
Susan She,1,SalemsLot
Doris DayRock,1,SalemsLot
Boris Karloff,1,SalemsLot
LaVerne Dube,1,SalemsLot
Larry Larry,1,SalemsLot
Lawrence Crewcut Crockett Royal,1,SalemsLot
Milt Crossens,1,SalemsLot
G Everett McCutcheon,1,SalemsLot
Ben Matt Burkes,1,SalemsLot
Floyd Susan,1,SalemsLot
Will  Burke,1,SalemsLot
Mike Remember Mike,1,SalemsLot
Weasel Perky Weasel,1,SalemsLot
Mabel Werts peekin,1,SalemsLot
Billy Said,1,SalemsLot
Kurt Barlow,1,SalemsLot
Matt Weasel,1,SalemsLot
John Lewis PressHerald,1,SalemsLot
Whittier Longfellow,1,SalemsLot
Perry Mason Reggie Sawyer,1,SalemsLot
Ben Ben,1,SalemsLot
Burke  Burke,1,SalemsLot
Kenny Danies,1,SalemsLot
Tweedledee McCaslin,1,SalemsLot
Uncle Richie,1,SalemsLot
Houdini Houdini,1,SalemsLot
Sunshine Milk,1,SalemsLot
Evas Matt,1,SalemsLot
Marcus Welby,1,SalemsLot
Pearl Ann Butts,1,SalemsLot
Floyd Mom,1,SalemsLot
Randy McDougall,1,SalemsLot
Henry  Glick,1,SalemsLot
George Gorby,1,SalemsLot
James Cody MD,1,SalemsLot
Billy Smith,1,SalemsLot
Plowman Plowman,1,SalemsLot
Peter Kurtin,1,SalemsLot
Bang Goodby Ruthie,1,SalemsLot
Sally Greer,1,SalemsLot
Throckett Straker,1,SalemsLot
Eva Weasel Mabe Grover,1,SalemsLot
Randy Randy,1,SalemsLot
an O Henry,1,SalemsLot
Edward Albees,1,SalemsLot
Danny Glick Ben,1,SalemsLot
Matt Are,1,SalemsLot
Ralphie Mark,1,SalemsLot
Barlow  Burke,1,SalemsLot
Norbert Jimmy,1,SalemsLot
Mike Mom,1,SalemsLot
Babs Griffen,1,SalemsLot
Nothin Hank Peters,1,SalemsLot
Ross Hunter,1,SalemsLot
Richie Boddins back Richie,1,SalemsLot
Milt Pat,1,SalemsLot
John Farrington,1,SalemsLot
Danny Matt,1,SalemsLot
John Lennon,1,SalemsLot
the Jerusalems Lot Parish,1,SalemsLot
Coogan Lock,1,SalemsLot
Delbert Markeys,1,SalemsLot
Barlow Jimmy,1,SalemsLot
Mary Celestelike,1,SalemsLot
Peter McFee,1,SalemsLot
Yeah Mike,1,SalemsLot
Nolly Callin,1,SalemsLot
Dr Cody,1,SalemsLot
David Rice,1,SalemsLot
Ralph Glick,1,SalemsLot
another Tony Glicks,1,SalemsLot
Callahan Good,1,SalemsLot
Murky Ben,1,SalemsLot
Nolly Nolly,1,SalemsLot
Hubie Marstens,1,SalemsLot
Dinty Moore,1,SalemsLot
Bens Citron,1,SalemsLot
Marge Margie,1,SalemsLot
Easy Ben,1,SalemsLot
Yeah Danny,1,SalemsLot
Virge Rathbun,1,SalemsLot
the Richie Boddins,1,SalemsLot
Goodby salems Lot Probably,1,SalemsLot
Tolerable Parkins,1,SalemsLot
Larry Crocketts Insurance,1,SalemsLot
Sherwood Anderson,1,SalemsLot
Jointner Avenue Jer Lot Maine,1,SalemsLot
Sheriff McCaslins,1,SalemsLot
Mike Corey Ryerson,1,SalemsLot
Closed Until Further Notice,1,SalemsLot
Dracula Draculas Guest,1,SalemsLot
Mark Safer,1,SalemsLot
Mary Kate,1,SalemsLot
Brad Campion,1,SalemsLot
Susan Night,1,SalemsLot
Jimmy You,1,SalemsLot
Minella Corey Birdie Marstens,1,SalemsLot
dooryard Weasel,1,SalemsLot
Matt rasped,1,SalemsLot
Shalom Jimmy,1,SalemsLot
Allergy Callahan,1,SalemsLot
Park Matt,1,SalemsLot
Richard Nixon,1,SalemsLot
John Pearson,1,SalemsLot
Brent Tenney,1,SalemsLot
Thomas Wolfe,1,SalemsLot
Funny Mike,1,SalemsLot
Sheldon Corson,1,SalemsLot
Miss Coogan Ben,1,SalemsLot
Itching Matt,1,SalemsLot
Naw Dud,1,SalemsLot
Ben Matt,1,SalemsLot
Mark Driving,1,SalemsLot
Vampirella Callahan,1,SalemsLot
Fiona Coggins,1,SalemsLot
Rocket Man,1,SalemsLot
Green wrung,1,SalemsLot
Fu Manchu,1,SalemsLot
Joe Frazier,1,SalemsLot
Romeo Poulin,1,SalemsLot
Mark Jimmy,1,SalemsLot
Harriet Paul Mayberry,1,SalemsLot
Ah Straker,1,SalemsLot
Susan Jimmy Father,1,SalemsLot
Gracons Gracon,1,SalemsLot
Sonny Harold Rauberson,1,SalemsLot
McDougall Randall Fratus,1,SalemsLot
Sweet Adeline,1,SalemsLot
Floyd He,1,SalemsLot
Claude Bowies,1,SalemsLot
Gertrude Hersey  Hersey,1,SalemsLot
Mike Philbrook,1,SalemsLot
Randall Fratus McDougall Conceived,1,SalemsLot
Gillespie Anythings,1,SalemsLot
Charles Griffen Griffens,1,SalemsLot
Pauline Cody,1,SalemsLot
Russell Holmes,1,SalemsLot
Gordon Phillips,1,SalemsLot
Big Brother,1,SalemsLot
Hail Marying,1,SalemsLot
Dump Custodian,1,SalemsLot
Jerusalems Lot Callahan,1,SalemsLot
James God Almighty,1,SalemsLot
Harold Matt,1,SalemsLot
Susan Almost,1,SalemsLot
Henry James,1,SalemsLot
Upton Pruitt,1,SalemsLot
a Crazy Jake,1,SalemsLot
Loretta Starchers,1,SalemsLot
Matt half,1,SalemsLot
Relax Ben,1,SalemsLot
Norman Rockwell,1,SalemsLot
Betty Bitter,1,SalemsLot
The Haunting of Hill,1,SalemsLot
Michael Corey Ryerson,1,SalemsLot
Van Helsing,1,SalemsLot
Matt Susan,1,SalemsLot
Ben Ann,1,SalemsLot
Nollys idear Nolly,1,SalemsLot
Mike Ryerson They,1,SalemsLot
Christopher Lee,1,SalemsLot
Burke HerbertorHarold,1,SalemsLot
Detta Walker,16,TheWasteLands
Susannah Dean,14,TheWasteLands
Jack Mort,11,TheWasteLands
Eddie Eddie,10,TheWasteLands
Roland Eddie,9,TheWasteLands
Charlie the ChooChoo,9,TheWasteLands
Aunt Talitha,8,TheWasteLands
Eddie Dean,8,TheWasteLands
Jake Chambers,8,TheWasteLands
Eddie Susannah,7,TheWasteLands
Blaine the Mono,7,TheWasteLands
Big Blaine,7,TheWasteLands
Roland Susannah,6,TheWasteLands
Calvin Tower,6,TheWasteLands
Jake Roland,6,TheWasteLands
Jake Eddie,5,TheWasteLands
Roland Roland,5,TheWasteLands
Susannah Jake,4,TheWasteLands
Jake Jake,4,TheWasteLands
Eddie Jake,4,TheWasteLands
Aaron Deepneau,4,TheWasteLands
Greta Shaw,4,TheWasteLands
Oy Jake,4,TheWasteLands
Eddie Roland,4,TheWasteLands
Beryl Evans,4,TheWasteLands
Suze Eddie,4,TheWasteLands
Markey Avenue,4,TheWasteLands
Elmer Chambers,4,TheWasteLands
Jake Ake Oy,3,TheWasteLands
Brer Bear,3,TheWasteLands
Susannah Roland,3,TheWasteLands
David Quick,3,TheWasteLands
Henry Dean,3,TheWasteLands
John Chambers,3,TheWasteLands
Wow Eddie,3,TheWasteLands
Andrew Quick,3,TheWasteLands
John Wayne,3,TheWasteLands
Blaine Eddie,3,TheWasteLands
Oy Roland,2,TheWasteLands
Bill Muffin,2,TheWasteLands
Bob Dylan,2,TheWasteLands
John D MacDonald,2,TheWasteLands
Wiper Bob,2,TheWasteLands
Jake Susannah,2,TheWasteLands
Tom Denby,2,TheWasteLands
Markey Akidimy,2,TheWasteLands
Si Bill,2,TheWasteLands
Ticky Wery,2,TheWasteLands
Childe Roland,2,TheWasteLands
sai Roland,2,TheWasteLands
Engineer Bob,2,TheWasteLands
Charlie Wind,2,TheWasteLands
Robin Leach,2,TheWasteLands
Little Blaine,2,TheWasteLands
Bob Jake,2,TheWasteLands
Bob Brooks,2,TheWasteLands
Jake hung,2,TheWasteLands
William Faulkner,2,TheWasteLands
Crude Roland,1,TheWasteLands
Never Nev,1,TheWasteLands
Briggs Taut,1,TheWasteLands
Topeka Jake,1,TheWasteLands
das granda,1,TheWasteLands
Travis McGee,1,TheWasteLands
Blaine s,1,TheWasteLands
Blaine Blaine,1,TheWasteLands
Gasher Roland,1,TheWasteLands
Jake Ake,1,TheWasteLands
Led Zep,1,TheWasteLands
Ake Oy,1,TheWasteLands
Robert Howard,1,TheWasteLands
Edgar Allan Poe,1,TheWasteLands
Eddie Henrys,1,TheWasteLands
Si Si,1,TheWasteLands
William Cowperish,1,TheWasteLands
JAKE STOOD,1,TheWasteLands
Blaine the Pain,1,TheWasteLands
Shaw Jake,1,TheWasteLands
Susannah Holmes,1,TheWasteLands
Ronald McDonald,1,TheWasteLands
Jamie de Curry Cuthbert,1,TheWasteLands
Thomas Hart Benton,1,TheWasteLands
Machinery Eddie,1,TheWasteLands
the riddle Eddie,1,TheWasteLands
Wheels Jake,1,TheWasteLands
G Gordon Liddy,1,TheWasteLands
Shardik Jake,1,TheWasteLands
SharpDressed Man,1,TheWasteLands
Zenny Jake,1,TheWasteLands
Joanne Franks,1,TheWasteLands
Roland the Gunslinger,1,TheWasteLands
Charlie Charlie,1,TheWasteLands
Jake Oy,1,TheWasteLands
Sugar Ray Leonard,1,TheWasteLands
Fare ye,1,TheWasteLands
Aunt Talitha Eddie Susannah,1,TheWasteLands
Wayne Newton,1,TheWasteLands
Fiftythree seconds,1,TheWasteLands
Fortythird Jake,1,TheWasteLands
Blaine Susannah,1,TheWasteLands
Boy Boyyyyy Jake,1,TheWasteLands
David Surrey David,1,TheWasteLands
Jake The gunslinger,1,TheWasteLands
Blaine ye,1,TheWasteLands
Samsons riddle,1,TheWasteLands
Hyuk hyuk hyuk,1,TheWasteLands
Chrissake Lighten,1,TheWasteLands
Drink Jake,1,TheWasteLands
Paul Newman,1,TheWasteLands
Bob Trains,1,TheWasteLands
Mind em wery,1,TheWasteLands
Gloria Dean,1,TheWasteLands
Cheyenne The Rifleman,1,TheWasteLands
Eddie Make,1,TheWasteLands
Wayne D Overholser,1,TheWasteLands
Roland One,1,TheWasteLands
SERGIO LEONE,1,TheWasteLands
Richard Fannin,1,TheWasteLands
Jake Did ye,1,TheWasteLands
Nothin Gasher,1,TheWasteLands
Eddie Goodnight Eddie,1,TheWasteLands
Roland Hail,1,TheWasteLands
Leon pinkofag,1,TheWasteLands
Si Roland,1,TheWasteLands
destiny Eddie,1,TheWasteLands
Olivia NewtonJohn,1,TheWasteLands
Ka Eddie,1,TheWasteLands
David  Avery,1,TheWasteLands
Walter Marten,1,TheWasteLands
Bunkowski Tell,1,TheWasteLands
Thankeesai Old,1,TheWasteLands
Oy Blaine,1,TheWasteLands
Jack Andolini,1,TheWasteLands
Richard Fannins,1,TheWasteLands
Eddie Ill,1,TheWasteLands
Rev Murdock,1,TheWasteLands
Bissette Fou,1,TheWasteLands
Glint Eastwood Jake,1,TheWasteLands
Henry Eddie,1,TheWasteLands
Martin Charlie,1,TheWasteLands
Steven gunslinger,1,TheWasteLands
definitely fou,1,TheWasteLands
Belinda Stevens,1,TheWasteLands
PATRICIA  COMMITTED SUICIDE Either,1,TheWasteLands
Susannah Dean Girl,1,TheWasteLands
Sarah Walker,1,TheWasteLands
Moby Snot,1,TheWasteLands
Arthur Curiouser,1,TheWasteLands
Run Jake,1,TheWasteLands
Ake AkeAke,1,TheWasteLands
Roland Eagle Scout,1,TheWasteLands
SPEEDY GONZALES MOTORVAN,1,TheWasteLands
Roland Jake Eddie,1,TheWasteLands
George Orwell,1,TheWasteLands
TRAILHAND Eddie,1,TheWasteLands
Jake Try,1,TheWasteLands
Humphrey Bogart Blaine Guys,1,TheWasteLands
Demon Eddie,1,TheWasteLands
Henry Henry,1,TheWasteLands
Uhhuh Eddie,1,TheWasteLands
Delilah Out,1,TheWasteLands
Dead Jakes,1,TheWasteLands
Roland Stand Eddie Roland,1,TheWasteLands
Markey Akidimy Jakes,1,TheWasteLands
Oy Oy Roland,1,TheWasteLands
Zoltan Eddie,1,TheWasteLands
Bravo Drop,1,TheWasteLands
Jack Mort Eddie,1,TheWasteLands
Nawp Aunt Talitha,1,TheWasteLands
Gasher Copperhead Brandon,1,TheWasteLands
Fine Susannah,1,TheWasteLands
Luis Rey,1,TheWasteLands
Susannah Dean Roland,1,TheWasteLands
John Parson,1,TheWasteLands
Aunt Talithas,1,TheWasteLands
Shardik Eddie,1,TheWasteLands
Watership Down,1,TheWasteLands
Marvin Gaye,1,TheWasteLands
Soon Henry,1,TheWasteLands
Blaine the Pain Eddie,1,TheWasteLands
Ka Roland,1,TheWasteLands
Enrico Balazar,1,TheWasteLands
Icarus Ay,1,TheWasteLands
Roland Go,1,TheWasteLands
Roland the Barbarian Come,1,TheWasteLands
Icarus Susannahs,1,TheWasteLands
Jake Up,1,TheWasteLands
Walter Jack Mort,1,TheWasteLands
Walter Susannah,1,TheWasteLands
EDDIE Dean,1,TheWasteLands
Roland Now,1,TheWasteLands
BANCO SKANK,1,TheWasteLands
Richard Adams Eddie,1,TheWasteLands
Below Rolands,1,TheWasteLands
Tony Orlando,1,TheWasteLands
Blaine Jake,1,TheWasteLands
Look Eddie,1,TheWasteLands
Jack Andolinis,1,TheWasteLands
John  Avery,1,TheWasteLands
Fine Jake Jake,1,TheWasteLands
Samsons Riddle,1,TheWasteLands
Roland Make,1,TheWasteLands
Final Speech Stan,1,TheWasteLands
Wassa matta,1,TheWasteLands
Burt Reynoldss,1,TheWasteLands
Gasher Gasher,1,TheWasteLands
Till Tudbury,1,TheWasteLands
Roland You,1,TheWasteLands
GILEAD Blaines,1,TheWasteLands
Eddie Shut,1,TheWasteLands
Ake Ake,1,TheWasteLands
Oy Ake,1,TheWasteLands
WHOOOOOOOOOOO Clicketyclack,1,TheWasteLands
First Jake,1,TheWasteLands
a FairDay Riddling,1,TheWasteLands
Henry Jake,1,TheWasteLands
Its Blaine Jake,1,TheWasteLands
Roland Ill,1,TheWasteLands
COMPUTERGENERATED Blaine,1,TheWasteLands
Jesus Jake,1,TheWasteLands
Eddie Man,1,TheWasteLands
Art Ake,1,TheWasteLands
JOHN Jake Chambers,1,TheWasteLands
Mono Jake,1,TheWasteLands
Ronald Reagan,1,TheWasteLands
Jake Any,1,TheWasteLands
Raymond Chandler,1,TheWasteLands
Jake Ill come,1,TheWasteLands
Tonight Eddie,1,TheWasteLands
Roland Be quiet Susannah,1,TheWasteLands
Little Blaines,1,TheWasteLands
Bill Tudbury,1,TheWasteLands
Maud Jeeves,1,TheWasteLands
Roland Wear,1,TheWasteLands
Hax Martin,1,TheWasteLands
Bibbletitibbletitingtingting Ill,1,TheWasteLands
MidWorld Eddie,1,TheWasteLands
Mike Mulligan,1,TheWasteLands
Roland Disney,1,TheWasteLands
Eddie Blaine,1,TheWasteLands
Roland Want,1,TheWasteLands
John Leonard,1,TheWasteLands
Oy Brandon,1,TheWasteLands
Sylvia Pittston,1,TheWasteLands
Rod Serling,1,TheWasteLands
Cuthbert Eddie,1,TheWasteLands
Hush Roland,1,TheWasteLands
Jake Chamberss,1,TheWasteLands
John Bonnie Avery,1,TheWasteLands
Jerry Reed,1,TheWasteLands
Lud Eddie,1,TheWasteLands
Andrew More,1,TheWasteLands
Woof Woof Eddie,1,TheWasteLands
Roy Krenkel,1,TheWasteLands
Blaine the Mono Eddie,1,TheWasteLands
Aaron Jake,1,TheWasteLands
Roland Jake,1,TheWasteLands
Jimtown forty,1,TheWasteLands
Smartass Tower,1,TheWasteLands
Sellian Roland,1,TheWasteLands
Susannah Ill,1,TheWasteLands
Petra Jesserling,1,TheWasteLands
Frank n Luster,1,TheWasteLands
Darlin Katy,1,TheWasteLands
Jake Where,1,TheWasteLands
TRAILHAND John Wayne,1,TheWasteLands
Choochoo Jake,1,TheWasteLands
Tilly Fill,1,TheWasteLands
EDDIE DEAN,1,TheWasteLands
the George Washington,1,TheWasteLands
Allie Jake,1,TheWasteLands
John Farson,1,TheWasteLands
Humphrey Bogart,1,TheWasteLands
Conan the Barbarian,1,TheWasteLands
Blaine headon,1,TheWasteLands
Donna Summer disco,1,TheWasteLands
Andrew Raise,1,TheWasteLands
BOOGIE EDDIE,1,TheWasteLands
Beryl Evans Jakes,1,TheWasteLands
Hohner Aaron Deepneau,1,TheWasteLands
Jake Jake Roland,1,TheWasteLands
Captain Hook,1,TheWasteLands
Beams Eddie,1,TheWasteLands
Edward Dean Nothing,1,TheWasteLands
Oneup Henry,1,TheWasteLands
Jake EDDIE,1,TheWasteLands
Shirley Jacksons,1,TheWasteLands
Quartet Eddie,1,TheWasteLands
Hoagy Carmichael,1,TheWasteLands
jive Eddie,1,TheWasteLands
sweetcheeks berry,1,TheWasteLands
Edward Cantor Dean,1,TheWasteLands
Jesus Eddie,1,TheWasteLands
Markey Avenues,1,TheWasteLands
Blaine the Monos,1,TheWasteLands
James Dean,1,TheWasteLands
Miller Time,1,TheWasteLands
Raymond Chandler Snopes,1,TheWasteLands
Alain Cort,1,TheWasteLands
Nathaniel Hawthorne,1,TheWasteLands
Jake Jake Earth,1,TheWasteLands
Aaron Deepneaus,1,TheWasteLands
Jake Come,1,TheWasteLands
Hill Roland,1,TheWasteLands
Toodledoo Gasher,1,TheWasteLands
Robert Browning,1,TheWasteLands
Thomas Wolfe,1,TheWasteLands
Bussiz lil,1,TheWasteLands
FORTYFIVE MINUTES,1,TheWasteLands
Portals Eddie,1,TheWasteLands
Copperhead Ay,1,TheWasteLands
Ready Roland,1,TheWasteLands
Jake Somebody,1,TheWasteLands
Harry S,1,TheWasteLands
Cuthbert Roland,1,TheWasteLands
Tower Jake,1,TheWasteLands
Stan Dorfman,1,TheWasteLands
Talitha Unwin,1,TheWasteLands
Ake Ake Ake Jake,1,TheWasteLands
Bravo Roland,1,TheWasteLands
Jake A,1,TheWasteLands
UPWARD CRABBED,1,TheWasteLands
Raymond Martin,1,TheWasteLands
Beauty ai,1,TheWasteLands
Susannah Eddie,1,TheWasteLands
Tom Sawyer,1,TheWasteLands
PATRICIA WENT MAD Blaine,1,TheWasteLands
Fine Roland,1,TheWasteLands
Je pense que John est fou comprenezvous,1,TheWasteLands
Walter Susan,1,TheWasteLands
Philip Marlowe,1,TheWasteLands
Seesaw Eddie,1,TheWasteLands
Len Bissette Jake,1,TheWasteLands
Eddie Jack,1,TheWasteLands
Paul Stuart,1,TheWasteLands
Suze Race,1,TheWasteLands
Ticky Jake,1,TheWasteLands
Matt Dillon,1,TheWasteLands
Cabin Eddie,1,TheWasteLands
Robert Brownings,1,TheWasteLands
ROBERT SUNDANCE,1,TheWasteLands
Billybumbler Roland,1,TheWasteLands
Food Eddie,1,TheWasteLands
Paul Sheldon,40,Misery
Annie Wilkes,27,Misery
Misery Chastain,8,Misery
Smart Guy,7,Misery
Paul Sheldons,6,Misery
Old Bessie,5,Misery
Duane Kushner,4,Misery
Andrew Pomeroy,4,Misery
Annie Annie,4,Misery
Ducky Daddles,4,Misery
Geoffrey Alliburton,4,Misery
Tom Twyford,4,Misery
Tony Bonasaro,4,Misery
Carl Wilkes,4,Misery
the Bourka BeeGoddess,4,Misery
Ralph Dugan,4,Misery
Cyndi Lauper,3,Misery
Anne Wilkes,3,Misery
Charlotte EvelynHyde,3,Misery
Paul Annie,3,Misery
Joe Blow,3,Misery
Roger Miller,2,Misery
Slim Jims,2,Misery
Queenie Beaulifant,2,Misery
Roman D Virginia Sandpiper,2,Misery
Annie Ill,2,Misery
Old Shinny,2,Misery
Peter Gunn,2,Misery
Ian Geoffrey,2,Misery
Glenna Roberts,2,Misery
Girl Christopher,2,Misery
Chuckie Yoder,2,Misery
Tony Roberts,2,Misery
Charlie Merrill,2,Misery
Gary Ruddman,2,Misery
Dom Perignon,2,Misery
Oliver Twist,1,Misery
BIRT Annie,1,Misery
Michael Leith,1,Misery
The Bourka BeeGoddess,1,Misery
Paul Cautiously,1,Misery
Paulette Simeaux Paulette,1,Misery
Naughty Annie,1,Misery
Roman D Sandpiper III,1,Misery
MChibi Beautiful One,1,Misery
Mickey Mouse,1,Misery
Ronson FastLite,1,Misery
Ralph Dugan Dugan,1,Misery
Paulie Woe,1,Misery
Paul Krenmitz,1,Misery
Guy Fawkes dummy Geoffrey,1,Misery
John Fowles,1,Misery
Andy Pomeroy,1,Misery
Alison Krenmitz,1,Misery
Stan Danna,1,Misery
Annie Shut,1,Misery
GAW OOO AW,1,Misery
Peter Gunn Cute,1,Misery
Darvon Darvocet Darvon Compound Morphose,1,Misery
Careless Corrigan,1,Misery
doubleugly tagteam,1,Misery
Ramage Be,1,Misery
Howard Cosell,1,Misery
Miserys Retum Paul,1,Misery
Brer Fox,1,Misery
Paul Below,1,Misery
Elmers Glue,1,Misery
Bryce Bell,1,Misery
Geoffrey Alliburton Open,1,Misery
Dr Billford,1,Misery
Hoho Paulie,1,Misery
